Дата,CO2,Влажность,Температура,Давление,Освещённость,Уровень шума
2025-01-03 09:00:00,696,51,30.1,1016,279,49
2025-01-03 10:00:00,711,56,25.6,1013,496,54
2025-01-03 11:00:00,644,57,21.5,1016,636,40
2025-01-03 12:00:00,611,62,18.3,1013,629,42
2025-01-03 13:00:00,541,66,16.7,1016,748,38
2025-01-03 14:00:00,500,70,14.7,1012,732,35
2025-01-03 15:00:00,482,80,13.4,1014,736,43
2025-01-03 16:00:00,450,77,11.7,1015,585,37
2025-01-03 17:00:00,478,79,6.8,1014,526,38
2025-01-03 18:00:00,455,78,7.7,1016,335,41
2025-01-03 19:00:00,460,82,9.8,1012,125,44
2025-01-03 20:00:00,483,81,10.9,1012,0,39
2025-01-03 21:00:00,473,69,9.1,1012,0,40
2025-01-03 22:00:00,516,70,12.9,1008,87,45
2025-01-03 23:00:00,559,64,14.6,1008,65,42
2025-01-04 00:00:00,542,61,17.6,1010,0,35
2025-01-04 01:00:00,596,55,20.0,1013,22,48
2025-01-04 02:00:00,625,55,21.1,1010,0,47
2025-01-04 03:00:00,665,52,23.2,1013,41,46
2025-01-04 04:00:00,675,49,27.4,1007,0,53
2025-01-04 05:00:00,699,44,27.3,1011,55,60
2025-01-04 06:00:00,684,46,28.7,1013,13,54
2025-01-04 07:00:00,696,50,26.3,1013,12,55
2025-01-04 08:00:00,646,47,26.5,1009,156,53
2025-01-04 09:00:00,635,49,22.4,1012,279,55
2025-01-04 10:00:00,569,56,20.5,1008,457,48
2025-01-04 11:00:00,534,56,19.1,1010,533,48
2025-01-04 12:00:00,513,57,13.8,1012,717,41
2025-01-04 13:00:00,483,67,12.2,1011,739,34
2025-01-04 14:00:00,472,69,9.1,1010,696,39
2025-01-04 15:00:00,460,65,4.6,1011,675,42
2025-01-04 16:00:00,389,67,4.8,1009,598,42
2025-01-04 17:00:00,380,76,3.7,1004,466,35
2025-01-04 18:00:00,387,74,3.0,1004,301,42
2025-01-04 19:00:00,381,71,4.0,1004,125,34
2025-01-04 20:00:00,380,71,1.6,1007,54,38
2025-01-04 21:00:00,384,62,6.3,1009,0,42
2025-01-04 22:00:00,442,66,6.4,1005,71,39
2025-01-04 23:00:00,418,58,8.6,1005,82,39
2025-01-05 00:00:00,480,52,10.2,1006,0,44
2025-01-05 01:00:00,490,48,16.4,1009,0,48
2025-01-05 02:00:00,558,52,15.2,1004,25,54
2025-01-05 03:00:00,546,42,18.4,1004,49,58
2025-01-05 04:00:00,628,46,21.8,1008,53,50
2025-01-05 05:00:00,630,36,20.3,1004,40,55
2025-01-05 06:00:00,575,38,19.8,1006,75,59
2025-01-05 07:00:00,599,43,20.6,1007,0,63
2025-01-05 08:00:00,625,44,20.0,1004,125,53
2025-01-05 09:00:00,581,42,18.2,1006,288,47
2025-01-05 10:00:00,505,48,14.8,1002,530,54
2025-01-05 11:00:00,521,52,12.6,1003,547,
2025-01-05 12:00:00,465,49,10.5,1005,736,41
2025-01-05 13:00:00,384,61,7.0,1007,682,38
2025-01-05 14:00:00,380,58,2.3,1005,651,42
2025-01-05 15:00:00,380,58,0.6,1002,609,43
2025-01-05 16:00:00,380,68,-0.0,1004,574,42
2025-01-05 17:00:00,380,68,-3.2,1001,469,41
2025-01-05 18:00:00,380,71,-3.1,1005,403,41
2025-01-05 19:00:00,380,70,-4.1,1000,131,42
2025-01-05 20:00:00,380,68,-0.2,1004,0,34
2025-01-05 21:00:00,380,64,0.7,1006,30,37
2025-01-05 22:00:00,380,58,2.9,1004,74,45
2025-01-05 23:00:00,425,55,6.4,1001,21,40
2025-01-06 00:00:00,414,55,7.4,1004,43,41
2025-01-06 01:00:00,447,44,9.8,1001,11,44
2025-01-06 02:00:00,522,44,13.8,1002,0,49
2025-01-06 03:00:00,506,39,14.4,1006,0,50
2025-01-06 04:00:00,564,38,16.5,1006,0,57
2025-01-06 05:00:00,545,39,16.9,1004,19,54
2025-01-06 06:00:00,575,40,19.2,1002,34,54
2025-01-06 07:00:00,550,40,18.0,1001,0,60
2025-01-06 08:00:00,544,38,18.3,1001,210,51
2025-01-06 09:00:00,504,36,16.2,1003,280,46
2025-01-06 10:00:00,506,41,14.6,1003,470,51
2025-01-06 11:00:00,450,46,11.2,1002,646,49
2025-01-06 12:00:00,419,55,9.4,1001,685,35
2025-01-06 13:00:00,421,58,4.6,1000,782,44
2025-01-06 14:00:00,380,62,3.3,1003,767,40
2025-01-06 15:00:00,380,62,-0.4,1002,667,41
2025-01-06 16:00:00,380,61,-1.2,1003,579,34
2025-01-06 17:00:00,380,62,-0.6,1004,439,43
2025-01-06 18:00:00,380,66,-3.2,1006,343,38
2025-01-06 19:00:00,380,66,-2.1,1003,165,38
2025-01-06 20:00:00,380,65,1.0,1005,0,35
2025-01-06 21:00:00,391,64,0.9,1006,57,41
2025-01-06 22:00:00,380,64,3.4,1004,6,35
2025-01-06 23:00:00,451,55,5.2,1005,0,44
2025-01-07 00:00:00,482,56,9.3,1005,67,38
2025-01-07 01:00:00,531,50,10.8,1002,0,41
2025-01-07 02:00:00,514,49,17.2,1004,50,46
2025-01-07 03:00:00,549,43,18.5,1005,89,52
2025-01-07 04:00:00,565,44,18.0,1002,0,57
2025-01-07 05:00:00,630,37,19.0,1005,48,53
2025-01-07 06:00:00,603,42,20.4,1005,61,59
2025-01-07 07:00:00,601,41,20.7,1005,7,57
2025-01-07 08:00:00,625,45,21.4,1006,128,51
2025-01-07 09:00:00,576,48,20.5,1004,375,55
2025-01-07 10:00:00,531,50,18.7,1007,507,53
2025-01-07 11:00:00,496,55,14.4,1009,574,50
2025-01-07 12:00:00,515,52,11.8,1008,659,45
2025-01-07 13:00:00,439,61,8.4,1004,698,45
2025-01-07 14:00:00,437,62,8.6,1008,708,37
2025-01-07 15:00:00,384,71,3.1,1004,713,40
2025-01-07 16:00:00,420,72,1.8,1005,642,41
2025-01-07 17:00:00,380,74,1.5,1007,425,38
2025-01-07 18:00:00,380,68,0.6,1005,299,36
2025-01-07 19:00:00,411,67,3.2,1011,210,39
2025-01-07 20:00:00,394,72,5.0,1005,8,45
2025-01-07 21:00:00,405,69,7.5,1006,0,43
2025-01-07 22:00:00,437,67,7.1,1005,51,42
2025-01-07 23:00:00,528,65,12.7,1009,0,35
2025-01-08 00:00:00,496,63,,1006,6,40
2025-01-08 01:00:00,549,56,,1008,0,49
2025-01-08 02:00:00,627,53,20.9,1008,0,43
2025-01-08 03:00:00,639,47,24.1,1010,0,51
2025-01-08 04:00:00,655,44,26.1,1009,0,51
2025-01-08 05:00:00,,44,26.8,1011,49,58
2025-01-08 06:00:00,689,49,28.2,1008,0,58
2025-01-08 07:00:00,649,43,26.8,1011,0,59
2025-01-08 08:00:00,674,52,26.2,1013,179,50
2025-01-08 09:00:00,683,51,25.4,1013,393,54
2025-01-08 10:00:00,659,57,22.2,1013,484,54
2025-01-08 11:00:00,566,56,21.9,1011,638,48
2025-01-08 12:00:00,533,63,19.2,1014,655,40
2025-01-08 13:00:00,575,66,14.5,1011,685,42
2025-01-08 14:00:00,511,68,12.2,1015,740,43
2025-01-08 15:00:00,472,77,10.3,1013,688,45
2025-01-08 16:00:00,463,72,10.3,1012,588,39
2025-01-08 17:00:00,420,75,8.2,1010,519,43
2025-01-08 18:00:00,416,80,7.8,1010,386,38
2025-01-08 19:00:00,476,74,7.3,1013,248,37
2025-01-08 20:00:00,460,82,9.1,1011,78,38
2025-01-08 21:00:00,503,71,12.0,1011,50,34
2025-01-08 22:00:00,529,75,,1010,85,41
2025-01-08 23:00:00,533,72,16.6,1017,7,45
2025-01-09 00:00:00,604,67,20.1,1013,45,34
2025-01-09 01:00:00,671,57,25.2,1016,28,50
2025-01-09 02:00:00,676,58,27.8,1014,0,52
2025-01-09 03:00:00,731,55,29.2,1013,0,51
2025-01-09 04:00:00,695,48,30.5,1013,,51
2025-01-09 05:00:00,744,50,33.4,1011,0,57
2025-01-09 06:00:00,781,49,33.1,1016,0,56
2025-01-09 07:00:00,712,,32.9,1013,26,62
2025-01-09 08:00:00,750,51,31.0,1015,177,59
2025-01-09 09:00:00,695,58,28.6,1016,362,52
2025-01-09 10:00:00,685,55,27.5,1013,494,43
2025-01-09 11:00:00,691,62,22.4,1013,617,41
2025-01-09 12:00:00,628,66,20.9,1012,665,36
2025-01-09 13:00:00,569,75,18.0,1017,784,45
2025-01-09 14:00:00,519,75,16.3,1015,742,36
2025-01-09 15:00:00,554,77,15.1,1015,728,37
2025-01-09 16:00:00,500,77,14.2,1014,593,38
2025-01-09 17:00:00,512,83,11.5,1017,446,45
2025-01-09 18:00:00,490,84,11.1,1011,285,42
2025-01-09 19:00:00,522,85,9.7,1013,139,34
2025-01-09 20:00:00,525,85,13.9,1016,0,36
2025-01-09 21:00:00,501,82,13.3,1015,60,44
2025-01-09 22:00:00,558,79,15.3,1017,0,40
2025-01-09 23:00:00,575,73,20.0,1017,0,38
2025-01-10 00:00:00,615,70,21.2,1011,51,35
2025-01-10 01:00:00,646,66,25.0,1013,13,44
2025-01-10 02:00:00,660,57,26.6,1014,0,51
2025-01-10 03:00:00,724,54,28.1,1015,32,50
2025-01-10 04:00:00,709,53,31.6,1013,0,59
2025-01-10 05:00:00,728,56,32.6,1011,88,56
2025-01-10 06:00:00,754,48,33.4,1012,0,56
2025-01-10 07:00:00,707,54,31.1,1013,25,57
2025-01-10 08:00:00,761,56,31.1,1017,173,50
2025-01-10 09:00:00,729,51,28.5,1014,357,56
2025-01-10 10:00:00,693,56,27.9,1017,551,50
2025-01-10 11:00:00,608,66,23.0,1012,660,46
2025-01-10 12:00:00,571,69,21.0,1016,,44
2025-01-10 13:00:00,528,64,15.9,1012,724,38
2025-01-10 14:00:00,541,74,14.1,1016,716,42
2025-01-10 15:00:00,523,78,12.4,1013,676,40
2025-01-10 16:00:00,461,75,10.1,1012,597,42
2025-01-10 17:00:00,493,80,9.4,1012,,43
2025-01-10 18:00:00,463,76,6.2,1013,353,42
2025-01-10 19:00:00,410,78,9.2,1014,122,40
2025-01-10 20:00:00,499,75,9.8,1011,0,40
2025-01-10 21:00:00,469,74,10.4,1011,72,38
2025-01-10 22:00:00,529,74,11.6,1010,80,35
2025-01-10 23:00:00,507,67,17.1,1011,56,36
2025-01-11 00:00:00,569,63,16.3,1013,68,35
2025-01-11 01:00:00,573,57,21.7,1010,0,39
2025-01-11 02:00:00,640,55,21.7,1013,6,48
2025-01-11 03:00:00,682,49,25.0,1013,0,47
2025-01-11 04:00:00,677,53,25.5,1010,30,61
2025-01-11 05:00:00,664,43,27.7,1009,0,53
2025-01-11 06:00:00,722,44,26.8,1012,13,62
2025-01-11 07:00:00,,50,28.1,1007,71,61
2025-01-11 08:00:00,639,48,25.3,1010,226,55
2025-01-11 09:00:00,630,48,23.6,1012,395,50
2025-01-11 10:00:00,610,51,21.7,1007,479,48
2025-01-11 11:00:00,532,52,18.6,1010,,49
2025-01-11 12:00:00,511,63,16.0,1011,684,42
2025-01-11 13:00:00,481,64,12.1,1011,747,38
2025-01-11 14:00:00,421,68,8.8,1006,765,44
2025-01-11 15:00:00,393,70,,1009,605,37
2025-01-11 16:00:00,428,70,3.4,1010,590,36
2025-01-11 17:00:00,380,76,1.5,1006,551,41
2025-01-11 18:00:00,380,73,2.6,1010,349,34
2025-01-11 19:00:00,380,68,2.9,1010,127,44
2025-01-11 20:00:00,394,65,3.2,1010,0,42
2025-01-11 21:00:00,380,65,4.3,1006,0,34
2025-01-11 22:00:00,,64,6.8,1005,0,34
2025-01-11 23:00:00,454,59,10.2,1006,83,43
2025-01-12 00:00:00,530,51,11.9,1003,74,39
2025-01-12 01:00:00,558,49,13.6,1009,63,42
2025-01-12 02:00:00,560,47,17.6,1005,82,45
2025-01-12 03:00:00,614,48,19.9,1004,47,53
2025-01-12 04:00:00,620,41,21.7,1003,89,52
2025-01-12 05:00:00,630,44,20.1,1007,28,55
2025-01-12 06:00:00,627,38,21.2,1002,48,63
2025-01-12 07:00:00,598,44,20.6,1004,28,52
2025-01-12 08:00:00,561,36,20.4,1005,203,60
2025-01-12 09:00:00,,39,16.8,1008,366,51
2025-01-12 10:00:00,561,42,15.3,1004,548,49
2025-01-12 11:00:00,532,48,10.6,1001,537,50
2025-01-12 12:00:00,425,54,8.1,1002,640,43
2025-01-12 13:00:00,441,57,6.9,1002,764,41
2025-01-12 14:00:00,411,63,3.4,1002,775,34
2025-01-12 15:00:00,380,64,0.7,1006,655,37
2025-01-12 16:00:00,380,60,-1.9,1001,628,38
2025-01-12 17:00:00,380,63,-3.0,1001,502,41
2025-01-12 18:00:00,380,62,-3.5,1001,356,34
2025-01-12 19:00:00,380,68,-2.6,1003,132,38
2025-01-12 20:00:00,380,61,-2.5,1004,57,37
2025-01-12 21:00:00,380,62,0.4,1006,74,34
2025-01-12 22:00:00,380,59,1.0,1002,48,41
2025-01-12 23:00:00,405,55,5.6,1001,0,35
2025-01-13 00:00:00,435,55,9.8,,0,35
2025-01-13 01:00:00,487,48,10.7,1005,51,50
2025-01-13 02:00:00,499,44,14.0,1000,51,46
2025-01-13 03:00:00,517,41,14.2,1002,84,52
2025-01-13 04:00:00,538,41,17.5,1002,84,49
2025-01-13 05:00:00,546,36,20.3,1005,0,52
2025-01-13 06:00:00,597,,19.8,1001,0,54
2025-01-13 07:00:00,573,40,16.7,1004,0,58
2025-01-13 08:00:00,548,36,18.1,999,252,60
2025-01-13 09:00:00,534,37,16.4,999,334,
2025-01-13 10:00:00,543,45,14.1,1005,504,45
2025-01-13 11:00:00,514,43,11.2,1005,625,41
2025-01-13 12:00:00,427,49,9.4,1001,643,37
2025-01-13 13:00:00,411,53,6.1,1003,659,42
2025-01-13 14:00:00,380,55,1.0,1002,689,34
2025-01-13 15:00:00,380,58,1.8,1004,657,42
2025-01-13 16:00:00,380,69,-0.7,1004,559,45
2025-01-13 17:00:00,380,70,-3.4,1002,522,35
2025-01-13 18:00:00,380,69,-2.3,1001,281,34
2025-01-13 19:00:00,380,67,-0.8,1000,224,39
2025-01-13 20:00:00,380,70,-1.9,1007,0,42
2025-01-13 21:00:00,380,62,0.9,1004,88,35
2025-01-13 22:00:00,406,60,5.4,1003,0,43
2025-01-13 23:00:00,459,57,8.0,1001,56,44
2025-01-14 00:00:00,467,52,7.4,1004,0,39
2025-01-14 01:00:00,476,51,14.0,1003,76,47
2025-01-14 02:00:00,562,42,13.6,1007,0,47
2025-01-14 03:00:00,596,45,19.2,1002,1,54
2025-01-14 04:00:00,571,,,1004,0,58
2025-01-14 05:00:00,645,43,22.6,1006,0,54
2025-01-14 06:00:00,651,39,21.8,1007,54,53
2025-01-14 07:00:00,651,36,20.8,1008,53,54
2025-01-14 08:00:00,617,42,18.6,1008,216,56
2025-01-14 09:00:00,568,46,20.0,1003,342,50
2025-01-14 10:00:00,595,49,15.2,1007,479,54
2025-01-14 11:00:00,484,51,,1006,547,41
2025-01-14 12:00:00,478,60,11.1,1008,706,36
2025-01-14 13:00:00,454,58,9.8,1005,662,41
2025-01-14 14:00:00,426,61,7.9,1005,650,36
2025-01-14 15:00:00,380,66,4.6,1004,663,37
2025-01-14 16:00:00,380,70,2.2,1008,539,41
2025-01-14 17:00:00,380,75,1.0,1005,551,41
2025-01-14 18:00:00,380,67,1.3,1006,389,38
2025-01-14 19:00:00,380,72,4.1,1006,229,36
2025-01-14 20:00:00,421,66,4.3,1009,65,38
2025-01-14 21:00:00,426,66,7.0,1006,29,38
2025-01-14 22:00:00,487,61,9.7,1011,45,36
2025-01-14 23:00:00,488,59,10.1,1006,0,41
2025-01-15 00:00:00,549,56,16.5,1011,35,35
2025-01-15 01:00:00,534,56,19.4,1009,41,43
2025-01-15 02:00:00,610,56,22.0,1012,81,43
2025-01-15 03:00:00,605,54,23.0,1010,0,50
2025-01-15 04:00:00,657,51,25.0,1011,0,54
2025-01-15 05:00:00,656,46,26.5,1010,0,57
2025-01-15 06:00:00,675,45,28.5,1007,11,53
2025-01-15 07:00:00,690,50,25.8,1012,0,
2025-01-15 08:00:00,653,48,,1014,122,54
2025-01-15 09:00:00,651,49,24.8,1013,393,54
2025-01-15 10:00:00,614,55,22.3,1014,508,46
2025-01-15 11:00:00,583,54,20.2,1014,543,38
2025-01-15 12:00:00,567,64,18.7,1008,720,34
2025-01-15 13:00:00,552,68,14.4,,652,45
2025-01-15 14:00:00,473,71,12.2,1013,647,34
2025-01-15 15:00:00,494,71,9.1,1015,629,44
2025-01-15 16:00:00,472,80,8.6,1010,610,37
2025-01-15 17:00:00,439,80,8.8,1014,508,35
2025-01-15 18:00:00,481,82,9.6,1010,401,36
2025-01-15 19:00:00,474,81,9.8,,180,40
2025-01-15 20:00:00,491,81,9.9,1013,0,38
2025-01-15 21:00:00,496,72,13.2,1012,6,37
2025-01-15 22:00:00,521,69,13.9,1011,0,39
2025-01-15 23:00:00,552,71,15.5,1013,7,39
2025-01-16 00:00:00,580,69,19.9,1013,0,
2025-01-16 01:00:00,659,65,21.9,,0,42
2025-01-16 02:00:00,700,61,26.2,1016,18,52
2025-01-16 03:00:00,743,53,29.4,1012,0,46
2025-01-16 04:00:00,744,58,31.9,1011,10,55
2025-01-16 05:00:00,719,51,33.4,1013,79,57
2025-01-16 06:00:00,737,49,31.9,1013,0,55
2025-01-16 07:00:00,725,57,33.5,1016,85,56
2025-01-16 08:00:00,767,54,29.0,1012,157,61
2025-01-16 09:00:00,683,60,31.1,1014,388,48
2025-01-16 10:00:00,699,57,26.0,1011,458,45
2025-01-16 11:00:00,630,62,25.1,1017,654,47
2025-01-16 12:00:00,648,66,23.1,1017,619,41
2025-01-16 13:00:00,603,66,18.4,1012,742,37
2025-01-16 14:00:00,576,70,17.9,1012,765,42
2025-01-16 15:00:00,515,73,15.7,1017,690,38
2025-01-16 16:00:00,514,80,11.4,1017,572,34
2025-01-16 17:00:00,482,84,12.2,1012,519,45
2025-01-16 18:00:00,514,84,11.0,1012,408,42
2025-01-16 19:00:00,464,77,13.1,1015,196,43
2025-01-16 20:00:00,476,81,11.6,1017,56,45
2025-01-16 21:00:00,549,81,13.8,1016,57,34
2025-01-16 22:00:00,571,72,16.8,1017,0,38
2025-01-16 23:00:00,603,75,18.2,1013,77,40
2025-01-17 00:00:00,614,62,20.0,1014,86,40
2025-01-17 01:00:00,,60,24.0,1017,72,43
2025-01-17 02:00:00,681,62,25.8,1016,37,43
2025-01-17 03:00:00,676,58,28.9,1012,45,49
2025-01-17 04:00:00,734,49,31.1,1013,0,51
2025-01-17 05:00:00,765,52,30.2,1016,0,54
2025-01-17 06:00:00,714,53,33.9,1013,0,57
2025-01-17 07:00:00,718,54,29.9,1013,3,58
2025-01-17 08:00:00,729,54,30.8,1013,169,60
2025-01-17 09:00:00,701,53,28.0,1017,393,57
2025-01-17 10:00:00,706,55,27.8,1017,539,52
2025-01-17 11:00:00,604,63,22.0,1012,653,44
2025-01-17 12:00:00,598,64,20.8,1012,633,40
2025-01-17 13:00:00,541,71,15.6,1011,784,44
2025-01-17 14:00:00,537,75,12.5,1011,670,42
2025-01-17 15:00:00,480,76,12.8,1011,719,41
2025-01-17 16:00:00,431,78,10.4,1016,636,36
2025-01-17 17:00:00,419,76,9.8,1013,511,44
2025-01-17 18:00:00,415,74,6.8,1010,373,36
2025-01-17 19:00:00,458,83,6.5,1013,191,34
2025-01-17 20:00:00,474,80,7.4,1010,44,36
2025-01-17 21:00:00,500,78,11.3,1012,,45
2025-01-17 22:00:00,520,75,11.2,1009,21,43
2025-01-17 23:00:00,498,70,14.2,1015,0,38
2025-01-18 00:00:00,595,62,17.2,1013,0,44
2025-01-18 01:00:00,629,60,22.3,1011,0,46
2025-01-18 02:00:00,671,59,24.7,1013,,47
2025-01-18 03:00:00,641,55,26.3,1014,6,53
2025-01-18 04:00:00,646,50,26.5,1007,0,55
2025-01-18 05:00:00,666,42,28.2,1009,25,57
2025-01-18 06:00:00,669,44,28.3,1012,19,53
2025-01-18 07:00:00,669,44,26.0,1012,0,60
2025-01-18 08:00:00,638,50,25.1,1010,245,56
2025-01-18 09:00:00,600,47,22.3,1008,326,50
2025-01-18 10:00:00,598,52,19.2,1006,446,48
2025-01-18 11:00:00,554,56,16.4,1011,562,39
2025-01-18 12:00:00,496,59,13.3,1007,733,44
2025-01-18 13:00:00,477,61,12.2,1008,694,37
2025-01-18 14:00:00,476,69,7.7,1008,783,43
2025-01-18 15:00:00,449,67,5.9,1007,606,45
2025-01-18 16:00:00,380,68,4.3,1010,592,37
2025-01-18 17:00:00,380,75,1.8,1007,524,34
2025-01-18 18:00:00,380,74,2.5,1007,404,38
2025-01-18 19:00:00,393,67,1.5,1007,153,37
2025-01-18 20:00:00,381,70,4.1,1007,73,35
2025-01-18 21:00:00,388,63,3.0,1008,48,
2025-01-18 22:00:00,388,63,8.5,1009,74,42
2025-01-18 23:00:00,474,58,7.9,1005,0,38
2025-01-19 00:00:00,508,57,12.5,1003,0,34
2025-01-19 01:00:00,520,56,15.3,1004,70,49
2025-01-19 02:00:00,529,50,17.3,1008,0,51
2025-01-19 03:00:00,555,44,18.7,1005,7,52
2025-01-19 04:00:00,582,41,21.2,1002,0,55
2025-01-19 05:00:00,,42,21.4,1006,0,60
2025-01-19 06:00:00,606,37,22.3,1002,0,58
2025-01-19 07:00:00,591,43,19.7,1006,58,57
2025-01-19 08:00:00,604,45,19.8,1007,219,55
2025-01-19 09:00:00,600,39,18.6,1006,353,47
2025-01-19 10:00:00,547,45,13.2,1005,465,51
2025-01-19 11:00:00,483,52,13.0,1002,541,47
2025-01-19 12:00:00,487,48,7.5,1002,677,34
2025-01-19 13:00:00,456,54,4.5,1006,756,42
2025-01-19 14:00:00,401,59,4.4,1004,766,45
2025-01-19 15:00:00,380,62,0.9,1003,660,42
2025-01-19 16:00:00,380,64,0.6,1006,553,38
2025-01-19 17:00:00,380,64,-0.6,1003,,37
2025-01-19 18:00:00,380,72,-2.7,1005,311,43
2025-01-19 19:00:00,380,69,-2.8,1001,217,36
2025-01-19 20:00:00,380,64,0.5,1002,80,36
2025-01-19 21:00:00,380,65,1.5,1001,0,43
2025-01-19 22:00:00,380,62,3.5,1005,53,42
2025-01-19 23:00:00,380,58,3.2,1001,0,43
2025-01-20 00:00:00,434,54,6.3,1002,18,40
2025-01-20 01:00:00,488,50,11.5,1000,83,45
2025-01-20 02:00:00,500,42,14.7,1000,1,50
2025-01-20 03:00:00,557,42,15.4,1004,89,53
2025-01-20 04:00:00,539,41,15.5,1003,36,56
2025-01-20 05:00:00,537,33,18.8,1002,31,59
2025-01-20 06:00:00,541,35,20.3,1004,23,59
2025-01-20 07:00:00,605,40,18.7,,0,58
2025-01-20 08:00:00,533,38,16.0,1000,167,58
2025-01-20 09:00:00,548,42,17.3,1001,303,53
2025-01-20 10:00:00,477,39,13.3,999,435,53
2025-01-20 11:00:00,456,50,9.4,1004,618,44
2025-01-20 12:00:00,424,48,,1002,659,43
2025-01-20 13:00:00,425,58,4.0,1005,666,37
2025-01-20 14:00:00,380,57,2.1,1006,658,45
2025-01-20 15:00:00,380,66,1.5,1004,656,45
2025-01-20 16:00:00,380,68,-2.2,1003,556,45
2025-01-20 17:00:00,380,62,-0.5,1000,461,39
2025-01-20 18:00:00,380,68,-0.8,1004,308,39
2025-01-20 19:00:00,380,65,-1.0,1000,151,40
2025-01-20 20:00:00,380,69,-1.6,1006,0,40
2025-01-20 21:00:00,381,63,-0.7,,0,37
2025-01-20 22:00:00,380,59,3.3,1003,53,40
2025-01-20 23:00:00,460,54,6.6,1005,48,45
2025-01-21 00:00:00,471,48,10.6,1001,23,
2025-01-21 01:00:00,523,49,11.6,1001,71,40
2025-01-21 02:00:00,497,42,14.3,1003,15,54
2025-01-21 03:00:00,549,43,17.9,1002,6,56
2025-01-21 04:00:00,597,44,,,0,54
2025-01-21 05:00:00,614,36,19.5,1007,84,58
2025-01-21 06:00:00,582,38,20.1,1006,0,53
2025-01-21 07:00:00,641,43,19.4,1002,89,53
2025-01-21 08:00:00,573,41,20.5,1005,132,57
2025-01-21 09:00:00,593,48,20.8,1006,392,58
2025-01-21 10:00:00,566,48,18.4,1007,433,51
2025-01-21 11:00:00,499,50,15.9,1006,595,47
2025-01-21 12:00:00,499,56,12.5,1008,744,43
2025-01-21 13:00:00,462,64,8.6,1005,657,35
2025-01-21 14:00:00,395,65,7.0,1003,681,43
2025-01-21 15:00:00,382,70,4.9,1005,664,37
2025-01-21 16:00:00,401,73,4.9,1004,642,42
2025-01-21 17:00:00,405,70,3.0,1007,434,45
2025-01-21 18:00:00,399,74,3.9,1005,394,42
